,Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,Time,Date,Sport,Venue
682,35.64167062421445, 139.79257372832834,False,Rhythmic Gymnastics,Individual All-Around Final,07:20:00,2021-08-07,Rhythmic Gymnastics,Ariake Gymnastics Centre
683,35.01222390470476, 139.01558129892814,False,Cycling,Women's Sprint 1/8 Finals,07:30:00,2021-08-07,Cycling Track,Izu Velodrome
684,35.895211316703495, 139.6314078235249,False,Basketball,Women's Bronze Medal Game,08:00:00,2021-08-07,Basketball,Saitama Super Arena
685,35.647754733125474, 139.8195228619168,True,Water Polo,Women's Gold Medal Match,08:30:00,2021-08-07,Water Polo,Tatsumi Water Polo Centre
686,35.66773432212354, 139.70019944667044,False,Handball,Men's Bronze Medal Match,09:00:00,2021-08-07,Handball,Yoyogi National Stadium
687,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Freestyle 65 kg Repechage,10:45:00,2021-08-07,Wrestling,Makuhari Messe Hall
688,35.67786383266573, 139.71366292613558,False,Athletics,Women's High Jump Final,11:00:00,2021-08-07,Athletics,Olympic Stadium
689,35.6369951864692, 139.63364991415503,False,Equestrian,Jumping Team Final,11:00:00,2021-08-07,Equestrian,Equestrian Park
690,35.44332814187166, 139.64046498472052,True,Baseball,Baseball Gold Medal Game (#10),11:00:00,2021-08-07,Baseball,Yokohama Baseball Stadium
691,35.65154002713155, 139.81526845227876,False,Swimming,Team Free Routine,11:30:00,2021-08-07,Artistic Swimming,Tokyo Aquatics Centre
692,35.895211316703495, 139.6314078235249,False,Basketball,Men's Bronze Medal Game,12:00:00,2021-08-07,Basketball,Saitama Super Arena
693,35.67786383266573, 139.71366292613558,True,Football,Men's Gold Medal Match,12:30:00,2021-08-07,Football,Olympic Stadium
694,35.66773432212354, 139.70019944667044,True,Handball,Men's Gold Medal Match,13:00:00,2021-08-07,Handball,Yoyogi National Stadium
695,35.643512573489566, 139.79473745950065,True,Volleyball,Men's Gold Medal Match,13:15:00,2021-08-07,Volleyball,Ariake Arena
696,43.05988480448009, 141.34661238831993,False,Athletics,Men's Marathon Final,23:00:00,2021-08-08,Athletics,Sapporo Odori Park
697,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Bronze Medal Match,01:00:00,2021-08-08,Volleyball,Ariake Arena
698,35.647754733125474, 139.8195228619168,False,Water Polo,Men's classification match (7th-8th places),01:30:00,2021-08-08,Water Polo,Tatsumi Water Polo Centre
699,35.01222390470476, 139.01558129892814,False,Cycling,Women's Omnium Scratch Race 1/4,02:00:00,2021-08-08,Cycling Track,Izu Velodrome
700,35.66773432212354, 139.70019944667044,False,Handball,Women's Bronze Medal Match,03:00:00,2021-08-08,Handball,Yoyogi National Stadium
701,35.64167062421445, 139.79257372832834,False,Rhythmic Gymnastics,Group All-Around Final,03:00:00,2021-08-08,Rhythmic Gymnastics,Ariake Gymnastics Centre
702,35.895211316703495, 139.6314078235249,True,Basketball,Women's Gold Medal Game,03:30:00,2021-08-08,Basketball,Saitama Super Arena
703,35.643512573489566, 139.79473745950065,True,Volleyball,Women's Gold Medal Match,05:30:00,2021-08-08,Volleyball,Ariake Arena
704,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Bronze Medal Match,05:40:00,2021-08-08,Water Polo,Tatsumi Water Polo Centre
705,35.69708642863296, 139.79336043405075,False,Boxing,Women's Light (57-60kg) Final,06:00:00,2021-08-08,Boxing.,Kokugikan Arena
706,35.66773432212354, 139.70019944667044,True,Handball,Women's Gold Medal Match,07:00:00,2021-08-08,Handball,Yoyogi National Stadium
707,35.647754733125474, 139.8195228619168,True,Water Polo,Men's Gold Medal Match,08:30:00,2021-08-08,Water Polo,Tatsumi Water Polo Centre
708,35.67786383266573, 139.71366292613558,False,Ceremony,-,12:00:00,2021-08-08,Closing Ceremony,Olympic Stadium
709,37.72216480340486, 140.3640114979229,False,Baseball, Italy vs United States,01:00:00,2021-07-21,Baseball/Softball,Fukushima Azuma Baseball Stadium
710,43.01517544330762, 141.41041300340524,False,Football, Women's Group E: Japan vs Canada,08:30:00,2021-07-21,Football,Sapporo Dome
711,38.33557331725407, 140.95096377309127,False,Football, Women's Group F: Zambia vs Netherlands,09:00:00,2021-07-21,Football,Miyagi Stadium
712,35.66446761779039, 139.52756286092847,False,Football, Women's Group G: Australia vs New Zealand,09:30:00,2021-07-21,Football,Tokyo Stadium
713,37.72216480340486, 140.3640114979229,False,Baseball, Mexico vs Japan,01:00:00,2021-07-22,Baseball/Softball,Fukushima Azuma Baseball Stadium
714,43.01517544330762, 141.41041300340524,False,Football, Men's Group C: Argentina vs Australia,08:30:00,2021-07-22,Football,Sapporo Dome
715,35.99213056967567, 140.64152126184229,False,Football, Men's Group C: Honduras vs Romania,09:00:00,2021-07-22,Football,Ibaraki Kashima Stadium
716,35.66446761779039, 139.52756286092847,False,Football, Men's Group A: Japan vs South Africa ,09:00:00,2021-07-22,Football,Tokyo Stadium
717,35.99213056967567, 140.64152126184229,False,Football, Men's Group D: Brazil vs Germany,09:30:00,2021-07-22,Football,Ibaraki Kashima Stadium
718,35.60796457817903, 139.8147625026683,False,Rowing, Women's Single Sculls Heats,00:30:00,2021-07-23,Rowing,Sea Forest Waterway
719,35.7811380207295, 139.58779467064903,False,Shooting, 10m Air Rifle Women's Finals ,00:30:00,2021-07-24,Shooting,Asaka Shooting Range
720,35.60796457817903, 139.8147625026683,False,Rowing, Men's Single Sculls Repechages,00:30:00,2021-07-24,Rowing,Sea Forest Waterway
721,35.66516093172041, 139.52508181634872,False,Badminton, Women's Singles Group Play Stage,01:00:00,2021-07-24,Badminton,Musashino Forest Sport Plaza
722,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group A: France vs Argentina,01:00:00,2021-07-24,Handball,Yoyogi National Stadium
723,35.64977449961884, 140.03645074412134,False,Fencing, Men's Sabre Individual Table of 64,01:00:00,2021-07-24,Fencing,Makuhari Messe Hall
724,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Pool B: Brazil vs Tunisia,01:00:00,2021-07-24,Volleyball,Ariake Arena
725,35.679538129089025, 139.71224149090568,False,Tennis, Women's Singles Preliminary Round,01:00:00,2021-07-24,Table Tennis,Tokyo Metropolitan Gymnasium
726,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool B: Netherlands vs Belgium,01:30:00,2021-07-24,Hockey,Oi Hockey Stadium
727,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -58 kg Round of 16 (8 matches),02:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
728,35.44332814187166, 139.64046498472052,False,Baseball, Softball Opening Round: United States vs Mexico,02:00:00,2021-07-24,Baseball/Softball,Yokohama Baseball Stadium
729,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool A: Argentina vs Spain,02:00:00,2021-07-24,Hockey,Oi Hockey Stadium
730,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),02:15:00,2021-07-24,3x3 Basketball,Aomi Urban Sports Park
731,35.69708642863296, 139.79336043405075,False,Boxing, Women's Welter (64-69kg) - Preliminaries - Round of 32,03:00:00,2021-07-24,Boxing,Kokugikan Arena
732,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -48 kg Quarterfinals,03:00:00,2021-07-24,Judo,Nippon Budokan
733,35.63522638292027, 139.78961039488578,False,Tennis, Women's Singles First Round,03:00:00,2021-07-24,Tennis,Ariake Tennis Park
734,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Preliminary Round - Group A: Canada vs Australia,06:00:00,2021-07-24,Water Polo,Tatsumi Water Polo Centre
735,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),06:00:00,2021-07-24,3x3 Basketball,Aomi Urban Sports Park
736,35.679538129089025, 139.71224149090568,False,Tennis, Women's Singles Round 1,06:15:00,2021-07-24,Table Tennis,Tokyo Metropolitan Gymnasium
737,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool A: Japan vs Venezuela,06:20:00,2021-07-24,Volleyball,Ariake Arena
738,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group A: Germany vs Spain,06:15:00,2021-07-24,Handball,Yoyogi National Stadium
739,35.65025376166539, 139.82892847281852,False,Archery, Mixed Team: Semifinals,06:15:00,2021-07-24,Archery,Yumenoshima Park Archery Field
740,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),09:30:00,2021-07-24,3x3 Basketball,Aomi Urban Sports Park
741,43.01517544330762, 141.41041300340524,False,Football, Women's Group E: Japan vs Great Britain,08:30:00,2021-07-24,Football,Sapporo Dome
742,35.69708642863296, 139.79336043405075,False,Boxing, Men's Feather (52-57kg) - Preliminaries - Round of 32,09:00:00,2021-07-24,Boxing,Kokugikan Arena
743,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -48 kg Semifinals,09:00:00,2021-07-24,Judo,Nippon Budokan
744,38.33557331725407, 140.95096377309127,False,Football, Women's Group F: Netherlands vs Brazil,09:00:00,2021-07-24,Football,Miyagi Stadium
745,35.903408731875246, 139.71816554795595,False,Football, Women's Group G: New Zealand vs United States,09:30:00,2021-07-24,Football,Saitama Stadium
746,35.64977449961884, 140.03645074412134,False,Fencing, Men's Sabre Individual Semifinals,10:00:00,2021-07-24,Fencing,Makuhari Messe Hall
747,35.66516093172041, 139.52508181634872,False,Badminton, Women's Singles Group Play Stage,10:00:00,2021-07-24,Badminton,Musashino Forest Sport Plaza
748,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Preliminary Round - Group B: China vs ROC,10:20:00,2021-07-24,Water Polo,Tatsumi Water Polo Centre
749,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool A: Netherlands vs India,10:30:00,2021-07-24,Hockey,Oi Hockey Stadium
750,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool A: Ireland vs South Africa,11:00:00,2021-07-24,Hockey,Oi Hockey Stadium
751,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -58 kg Repechages (2 matches),11:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
752,35.65154002713155, 139.81526845227876,False,Swimming, Women's 100m Butterfly - Heats,11:00:00,2021-07-24,Swimming,Tokyo Aquatics Centre
753,35.679538129089025, 139.71224149090568,False,Tennis, Women's Singles Round 1,11:30:00,2021-07-24,Table Tennis,Tokyo Metropolitan Gymnasium
754,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group B: Denmark vs Japan,11:30:00,2021-07-24,Handball,Yoyogi National Stadium
755,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool B: United States vs France,11:40:00,2021-07-24,Volleyball,Ariake Arena
756,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),13:00:00,2021-07-24,3x3 Basketball,Aomi Urban Sports Park
757,35.336127096773154, 140.39491001303773,False,Surfing, Women's Round 1,23:00:00,2021-07-25,Surfing,Tsurigasaki Surfing Beach
758,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: United States vs Argentina,01:00:00,2021-07-25,Volleyball,Ariake Arena
759,35.63870992266322, 139.78568228668425,False,Skateboarding, Men's Street Final,01:00:00,2021-07-25,Skateboarding,Ariake Urban Sports Park
760,35.7811380207295, 139.58779467064903,False,Shooting, Skeet Men's Qualification - Day 1,01:00:00,2021-07-25,Shooting,Asaka Shooting Range
761,35.7811380207295, 139.58779467064903,True,Shooting, 10m Air Pistol Women's Victory Ceremony,01:00:00,2021-07-25,Shooting,Asaka Shooting Range
762,35.60796457817903, 139.8147625026683,False,Rowing, Women's Single Sculls Semifinals E/F,01:00:00,2021-07-25,Rowing,Sea Forest Waterway
763,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group B: ROC vs Brazil,01:00:00,2021-07-25,Handball,Yoyogi National Stadium
764,35.64977449961884, 140.03645074412134,False,Fencing, Men's Epée Individual Table of 64,01:00:00,2021-07-25,Fencing,Makuhari Messe Hall
765,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool B: Japan vs China,01:30:00,2021-07-25,Hockey,Oi Hockey Stadium
766,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool B: New Zealand vs Argentina,02:00:00,2021-07-25,Hockey,Oi Hockey Stadium
767,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group A: Hungary vs Greece,02:00:00,2021-07-25,Water Polo,Tatsumi Water Polo Centre
768,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -68 kg Round of 16 (8 matches),02:00:00,2021-07-25,Taekwondo,Makuhari Messe Hall
769,35.66516093172041, 139.52508181634872,False,Badminton, Women's Singles Group Play Stage,02:00:00,2021-07-25,Badminton,Musashino Forest Sport Plaza
770,35.44332814187166, 139.64046498472052,False,Baseball, Softball Opening Round: Canada vs Japan,02:00:00,2021-07-25,Softball,Yokohama Baseball Stadium
771,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),02:15:00,2021-07-25,3x3 Basketball,Aomi Urban Sports Park
772,35.65154002713155, 139.81526845227876,False,Swimming, Women's 100m Butterfly Semifinals,02:30:00,2021-07-25,Swimming,Tokyo Aquatics Centre
773,35.63522638292027, 139.78961039488578,False,Tennis, Women's Singles First Round,03:00:00,2021-07-25,Tennis,Ariake Tennis Park
774,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -78 kg Quarterfinals,03:00:00,2021-07-25,Judo,Nippon Budokan
775,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -52 kg Quarterfinals,03:00:00,2021-07-25,Judo,Nippon Budokan
776,35.69708642863296, 139.79336043405075,False,Boxing, Women's Middle (69-75kg) - Preliminaries - Round of 32,03:00:00,2021-07-25,Boxing,Kokugikan Arena
777,35.29979336326726, 139.48406276201857,False,Sailing, RS:X Women,04:00:00,2021-07-25,Sailing,Enoshima Yacht Harbour
778,35.643601065815034, 139.85504382104045,False,Canoeing, Kayak (K1) Women Heats,05:00:00,2021-07-25,Canoe Slalom,Kasai Canoe Slalom Centre
779,35.895211316703495, 139.6314078235249,False,Basketball, Winner of Olympic Qualifying Tournament in Split(Croatia) vs Winner of Olympic Qualifying Tournament in Belgrade(Serbia),05:40:00,2021-07-25,Basketball,Saitama Super Arena
780,35.65025376166539, 139.82892847281852,False,Archery, Team Semifinals,05:45:00,2021-07-25,Archery,Yumenoshima Park Archery Field
781,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Australia vs Montenegro,06:00:00,2021-07-25,Water Polo,Tatsumi Water Polo Centre
782,35.679538129089025, 139.71224149090568,False,Tennis, Women's Singles Round 2,06:00:00,2021-07-25,Table Tennis,Tokyo Metropolitan Gymnasium
783,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),06:00:00,2021-07-25,3x3 Basketball,Aomi Urban Sports Park
784,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group A: Norway vs Republic of Korea,06:15:00,2021-07-25,Handball,Yoyogi National Stadium
785,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: China vs Turkey,06:20:00,2021-07-25,Volleyball,Ariake Arena
786,43.01517544330762, 141.41041300340524,False,Football, Men's Group C: Australia vs Spain,08:30:00,2021-07-25,Football,Sapporo Dome
787,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) - Preliminaries - Round of 32,09:00:00,2021-07-25,Boxing,Kokugikan Arena
788,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -78 kg Semifinals,09:00:00,2021-07-25,Judo,Nippon Budokan
789,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -52 kg Semifinals,09:00:00,2021-07-25,Judo,Nippon Budokan
790,35.903408731875246, 139.71816554795595,False,football, Men's Group A: Japan vs Mexico,09:00:00,2021-07-25,football,Saitama Stadium
791,35.99213056967567, 140.64152126184229,False,football, Men's Group B: Romania vs Republic of Korea,09:00:00,2021-07-25,football,Ibaraki Kashima Stadium
792,35.51002465197473, 139.60687650162822,False,Football, Men's Group D: Saudi Arabia vs Germany,09:30:00,2021-07-25,Football,International Stadium Yokohama
793,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),09:30:00,2021-07-25,3x3 Basketball,Aomi Urban Sports Park
794,35.66516093172041, 139.52508181634872,False,Badminton, Women's Singles Group Play Stage,10:00:00,2021-07-25,Badminton,Musashino Forest Sport Plaza
795,35.64977449961884, 140.03645074412134,False,Fencing, Men's Epée Individual Semifinals,10:00:00,2021-07-25,Fencing,Makuhari Messe Hall
796,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Croatia vs Kazakhstan,10:20:00,2021-07-25,Water Polo,Tatsumi Water Polo Centre
797,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool A: Spain vs New Zealand,10:30:00,2021-07-25,Hockey,Oi Hockey Stadium
798,35.65154002713155, 139.81526845227876,False,Swimming, Men's 200m Freestyle - Heats,11:00:00,2021-07-25,Swimming,Tokyo Aquatics Centre
799,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool B: South Africa vs Netherlands,11:00:00,2021-07-25,Hockey,Oi Hockey Stadium
800,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -68 kg Repechages (2 matches),11:00:00,2021-07-25,Taekwondo,Makuhari Messe Hall
801,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group B: Hungary vs France,11:30:00,2021-07-25,Handball,Yoyogi National Stadium
802,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool A: Brazil vs Republic of Korea,11:40:00,2021-07-25,Volleyball,Ariake Arena
803,35.62349586496833, 139.7773659975334,False,Basketball, Men's Pool Round (2 games),13:00:00,2021-07-25,3x3 Basketball,Aomi Urban Sports Park
804,35.336127096773154, 140.39491001303773,False,Surfing, Men's Round 3,23:00:00,2021-07-26,Surfing,Tsurigasaki Surfing Beach
805,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool B: United States vs ROC,01:00:00,2021-07-26,Volleyball,Ariake Arena
806,35.63870992266322, 139.78568228668425,False,Skateboarding, Women's Street Final,01:00:00,2021-07-26,Skateboarding,Ariake Urban Sports Park
807,35.7811380207295, 139.58779467064903,False,Shooting, Skeet Men's Qualification - Day 2,01:00:00,2021-07-26,Shooting,Asaka Shooting Range
